transaction_id,date,product_name,category,quantity,unit_price,cost_price,discount_percent,region,payment_method
TXN-0751,2026-04-18,Cricket Bat,Sports & Fitness,1,852.07,510.54,0,East,Cash
TXN-0654,2026-04-18,Power Bank 20000mAh,Electronics,1,9968.33,8559.2,5,North,Debit Card
TXN-0662,2026-04-19,Cricket Bat,Sports & Fitness,1,2966.42,1646.36,5,East,UPI
TXN-0594,2026-04-19,Bluetooth Speaker,Electronics,1,11268.92,8688.08,0,North,UPI
TXN-0715,2026-04-19,Denim Jeans,Clothing,2,422.14,263.08,0,North,Net Banking
TXN-0738,2026-04-19,Face Wash,Beauty & Personal Care,1,789.63,452.84,0,West,UPI
TXN-0701,2026-04-19,Wireless Earbuds,Electronics,1,15780.13,11592.03,10,North,Cash
TXN-0761,2026-04-19,Dumbbells 5kg,Sports & Fitness,1,2074.33,1348.83,0,East,Cash
TXN-0617,2026-04-20,Gym Gloves,Sports & Fitness,1,3798.78,2311.42,0,West,Credit Card
TXN-0593,2026-04-20,Face Mask Pack,Beauty & Personal Care,2,1089.36,410.23,5,East,Credit Card
TXN-0733,2026-04-20,Webcam HD,Electronics,1,4845.72,4417.06,5,South,Credit Card
TXN-0745,2026-04-20,Phone Stand,Electronics,5,3777.9,2513.0,0,South,UPI
TXN-0676,2026-04-20,Non-Stick Pan,Home & Kitchen,1,983.65,518.19,0,East,UPI
TXN-0698,2026-04-20,LED Desk Lamp,Home & Kitchen,1,2436.84,1846.11,5,West,Credit Card
TXN-0650,2026-04-20,Non-Stick Pan,Home & Kitchen,1,1479.77,859.75,0,South,UPI
TXN-0706,2026-04-20,Portable Monitor,Electronics,1,13042.54,11728.7,5,West,Credit Card
TXN-0643,2026-04-20,Formal Shirt,Clothing,1,1344.2,930.45,0,West,UPI
TXN-0699,2026-04-21,Power Bank 20000mAh,Electronics,2,13285.36,10952.48,0,North,UPI
TXN-0635,2026-04-21,Yoga Mat,Sports & Fitness,2,2143.71,1668.44,5,North,Net Banking
TXN-0737,2026-04-21,Water Bottle 1L,Home & Kitchen,1,1044.13,693.94,0,North,Credit Card
TXN-0746,2026-04-21,Skipping Rope,Sports & Fitness,2,2376.15,1992.6,0,North,Credit Card
TXN-0624,2026-04-22,Bedsheet Set,Home & Kitchen,1,1983.62,1315.75,10,North,UPI
TXN-0691,2026-04-22,Cushion Covers,Home & Kitchen,2,2385.46,1857.71,10,East,Cash
TXN-0697,2026-04-22,Football,Sports & Fitness,1,3447.74,2618.64,0,South,Credit Card
TXN-0757,2026-04-22,Planner 2024,Books & Stationery,2,485.95,457.87,5,North,Credit Card
TXN-0755,2026-04-22,USB-C Hub,Electronics,5,2333.31,2021.27,0,North,UPI
TXN-0609,2026-04-22,Self-Help Book,Books & Stationery,1,372.31,288.83,15,North,Cash
TXN-0614,2026-04-22,Face Wash,Beauty & Personal Care,1,910.96,446.18,0,West,Credit Card
TXN-0716,2026-04-22,Polo T-Shirt,Clothing,2,1132.83,636.19,0,East,UPI
TXN-0728,2026-04-22,Resistance Bands,Sports & Fitness,2,4694.17,2827.48,0,West,UPI
TXN-0634,2026-04-22,Beard Oil,Beauty & Personal Care,1,567.91,318.2,0,West,Debit Card
TXN-0739,2026-04-22,Beard Oil,Beauty & Personal Care,1,1292.16,528.26,0,South,UPI
TXN-0677,2026-04-23,Phone Stand,Electronics,1,4712.68,4163.05,0,West,Net Banking
TXN-0630,2026-04-23,Sketch Pad,Books & Stationery,5,473.85,486.18,0,West,UPI
TXN-0687,2026-04-23,Gym Gloves,Sports & Fitness,1,1094.63,868.62,0,South,UPI
TXN-0765,2026-04-23,Pen Set Premium,Books & Stationery,1,841.7,898.25,5,East,Debit Card
TXN-0608,2026-04-23,Gym Gloves,Sports & Fitness,3,863.17,542.55,20,East,Cash
TXN-0612,2026-04-24,Linen Shirt,Clothing,1,527.64,344.75,15,East,UPI
TXN-0774,2026-04-24,Dumbbells 5kg,Sports & Fitness,3,4066.67,2449.87,0,East,Debit Card
TXN-0600,2026-04-24,Cargo Pants,Clothing,1,3158.73,2260.16,0,East,Cash
TXN-0721,2026-04-24,Sunscreen SPF50,Beauty & Personal Care,1,1108.07,613.18,0,West,Credit Card
TXN-0602,2026-04-24,Bedsheet Set,Home & Kitchen,1,2771.36,1756.86,0,South,Credit Card
TXN-0620,2026-04-25,Portable Monitor,Electronics,1,7742.63,5355.34,0,East,UPI
TXN-0731,2026-04-25,Storage Container Set,Home & Kitchen,2,2211.69,1226.51,0,East,Credit Card
TXN-0732,2026-04-25,Wireless Earbuds,Electronics,1,8954.19,6158.84,5,West,Credit Card
TXN-0615,2026-04-25,Wireless Earbuds,Electronics,1,11760.21,10235.83,0,East,Credit Card
TXN-0771,2026-04-25,Track Pants,Clothing,1,489.83,276.54,0,South,Credit Card
TXN-0690,2026-04-25,Portable Monitor,Electronics,1,12339.43,9287.5,0,North,Cash
TXN-0605,2026-04-25,Portable Monitor,Electronics,1,4129.72,3673.52,0,South,UPI
TXN-0758,2026-04-26,Track Pants,Clothing,1,723.99,484.8,5,North,Cash
TXN-0606,2026-04-26,Sketch Pad,Books & Stationery,2,415.62,329.76,0,South,Debit Card
TXN-0726,2026-04-26,Pen Set Premium,Books & Stationery,1,731.07,578.9,5,West,Debit Card
TXN-0613,2026-04-26,Linen Shirt,Clothing,1,3282.51,1942.34,0,North,Cash
TXN-0596,2026-04-26,Denim Jeans,Clothing,2,3138.42,2030.94,0,South,UPI
TXN-0618,2026-04-26,Kurta Set,Clothing,1,2991.89,1469.78,15,North,Debit Card
TXN-0668,2026-04-26,Bedsheet Set,Home & Kitchen,1,276.03,186.94,5,South,UPI
TXN-0760,2026-04-26,Winter Jacket,Clothing,1,1928.17,1443.84,0,West,Debit Card
TXN-0688,2026-04-27,Chopping Board,Home & Kitchen,1,1824.12,1010.84,0,North,UPI
TXN-0637,2026-04-27,USB-C Hub,Electronics,2,5195.51,4261.74,0,North,Credit Card
TXN-0718,2026-04-27,Bluetooth Speaker,Electronics,1,14733.69,10369.26,10,East,Debit Card
TXN-0638,2026-04-27,Shampoo 500ml,Beauty & Personal Care,2,171.49,99.7,0,South,Credit Card
TXN-0714,2026-04-27,Face Wash,Beauty & Personal Care,1,1045.86,606.41,5,North,Credit Card
TXN-0720,2026-04-27,Polo T-Shirt,Clothing,1,706.35,397.76,10,North,Credit Card
TXN-0610,2026-04-27,Storage Container Set,Home & Kitchen,3,1331.5,876.09,0,West,UPI
TXN-0627,2026-04-28,Mechanical Keyboard,Electronics,1,14974.01,11448.68,5,West,UPI
TXN-0770,2026-04-28,Face Wash,Beauty & Personal Care,1,856.74,398.59,0,North,Credit Card
TXN-0750,2026-04-28,Self-Help Book,Books & Stationery,1,562.82,467.08,0,East,UPI
TXN-0724,2026-04-28,LED Desk Lamp,Home & Kitchen,1,2131.99,1569.95,0,North,Net Banking
TXN-0645,2026-04-28,Linen Shirt,Clothing,1,2598.98,1182.24,0,West,Debit Card
TXN-0778,2026-04-28,Sports Shoes,Sports & Fitness,3,4171.53,2334.56,5,East,Debit Card
TXN-0798,2026-05-01,Notebook Set,Books & Stationery,1,872.86,842.92,0,South,UPI
TXN-0812,2026-05-01,Wall Clock,Home & Kitchen,1,1130.56,858.67,5,West,Credit Card
TXN-0813,2026-05-01,Lip Balm Set,Beauty & Personal Care,2,1170.67,683.44,0,East,Cash
TXN-0819,2026-05-01,Webcam HD,Electronics,1,2156.97,1729.46,0,West,Cash
TXN-0820,2026-05-01,Sports Shoes,Sports & Fitness,1,3060.11,2518.79,0,West,Credit Card
TXN-0849,2026-05-01,Planner 2024,Books & Stationery,1,612.69,582.62,15,West,Credit Card
TXN-0860,2026-05-01,Face Wash,Beauty & Personal Care,1,1404.33,745.24,0,South,Credit Card
TXN-0953,2026-05-01,Bedsheet Set,Home & Kitchen,1,1435.65,1049.5,0,East,UPI
TXN-0982,2026-05-01,Formal Shirt,Clothing,2,943.58,435.86,10,South,UPI
TXN-0859,2026-05-01,Bluetooth Speaker,Electronics,2,14975.25,12228.4,0,North,Credit Card
TXN-0803,2026-05-01,Highlighter Set,Books & Stationery,1,168.3,128.82,0,North,UPI
TXN-0805,2026-05-02,Notebook Set,Books & Stationery,1,539.55,338.71,0,North,UPI
TXN-0837,2026-05-02,Pen Set Premium,Books & Stationery,2,286.14,286.05,0,South,Net Banking
TXN-0832,2026-05-02,Sunscreen SPF50,Beauty & Personal Care,1,1465.58,530.51,10,South,UPI
TXN-0892,2026-05-02,Dumbbells 5kg,Sports & Fitness,5,1939.4,1609.85,0,South,Net Banking
TXN-0960,2026-05-02,Denim Jeans,Clothing,4,3000.54,2221.6,15,West,UPI
TXN-0970,2026-05-02,Pen Set Premium,Books & Stationery,3,581.41,622.94,0,West,Net Banking
TXN-0984,2026-05-02,Mechanical Keyboard,Electronics,1,5866.19,4685.54,0,East,UPI
TXN-0795,2026-05-02,Sunscreen SPF50,Beauty & Personal Care,2,431.71,221.04,5,West,Debit Card
TXN-0796,2026-05-02,Sketch Pad,Books & Stationery,1,118.85,81.1,15,North,UPI
TXN-0972,2026-05-03,Phone Stand,Electronics,1,15023.4,12872.33,0,West,Credit Card
TXN-0896,2026-05-03,Kurta Set,Clothing,1,2493.15,1288.46,5,South,Credit Card
TXN-0787,2026-05-03,Notebook Set,Books & Stationery,2,125.29,106.55,0,North,Debit Card
TXN-0917,2026-05-03,Smart Watch,Electronics,4,11760.62,8731.05,20,East,UPI
TXN-0952,2026-05-03,Track Pants,Clothing,3,730.67,390.3,0,North,Credit Card
TXN-0950,2026-05-03,Storage Container Set,Home & Kitchen,1,1847.92,1174.02,0,West,UPI
TXN-0882,2026-05-03,Mechanical Keyboard,Electronics,1,1499.25,1159.15,0,East,UPI
TXN-0981,2026-05-03,Pen Set Premium,Books & Stationery,1,663.05,579.84,10,South,Debit Card
TXN-0987,2026-05-03,Face Mask Pack,Beauty & Personal Care,1,459.96,231.66,0,North,UPI
TXN-0793,2026-05-04,Wireless Earbuds,Electronics,1,15746.49,10910.76,5,East,Net Banking
TXN-0921,2026-05-04,Football,Sports & Fitness,2,2746.34,2124.1,0,South,Cash
TXN-0862,2026-05-04,Denim Jeans,Clothing,1,879.01,611.02,0,West,UPI
TXN-0973,2026-05-05,Portable Monitor,Electronics,1,7043.3,6444.9,10,North,Debit Card
TXN-1000,2026-05-05,Chopping Board,Home & Kitchen,4,775.05,525.31,0,East,Credit Card
TXN-0830,2026-05-05,Face Wash,Beauty & Personal Care,1,1147.29,631.91,0,North,UPI
TXN-0806,2026-05-05,Chopping Board,Home & Kitchen,1,2399.31,1778.83,5,North,UPI
TXN-1001,2026-05-05,Notebook Set,Books & Stationery,1,343.33,350.6,10,West,Debit Card
TXN-0854,2026-05-05,Track Pants,Clothing,1,2775.98,1789.97,0,North,Debit Card
TXN-0986,2026-05-06,Power Bank 20000mAh,Electronics,1,14372.06,11484.07,0,North,Cash
TXN-0807,2026-05-06,Football,Sports & Fitness,1,3031.82,2192.58,0,South,Credit Card
TXN-0823,2026-05-07,Smart Watch,Electronics,1,6998.99,5895.96,0,North,Net Banking
TXN-0870,2026-05-07,Wall Clock,Home & Kitchen,3,1586.72,917.82,5,East,Cash
TXN-0792,2026-05-07,Cotton T-Shirt,Clothing,3,1603.89,989.42,0,North,Cash
TXN-0836,2026-05-07,Cushion Covers,Home & Kitchen,1,1148.27,702.3,20,North,Net Banking
TXN-0927,2026-05-07,Resistance Bands,Sports & Fitness,3,3974.32,3005.53,15,North,Debit Card
TXN-0948,2026-05-07,Lip Balm Set,Beauty & Personal Care,1,586.99,342.23,0,East,Credit Card
TXN-0797,2026-05-07,Linen Shirt,Clothing,2,632.78,427.06,15,East,Debit Card
TXN-0869,2026-05-07,Cotton T-Shirt,Clothing,1,617.43,411.55,20,West,Credit Card
TXN-0866,2026-05-07,Planner 2024,Books & Stationery,2,260.12,161.4,0,North,UPI
TXN-0958,2026-05-08,Face Mask Pack,Beauty & Personal Care,1,840.61,548.64,0,North,UPI
TXN-0843,2026-05-08,Sketch Pad,Books & Stationery,1,332.49,337.02,20,North,Cash
TXN-0946,2026-05-08,Yoga Mat,Sports & Fitness,1,4431.24,2580.99,5,South,Net Banking
TXN-0868,2026-05-08,Face Wash,Beauty & Personal Care,1,163.58,74.37,10,South,Cash
TXN-0974,2026-05-08,Power Bank 20000mAh,Electronics,2,8137.71,6776.85,0,West,Debit Card
TXN-0938,2026-05-09,Water Bottle 1L,Home & Kitchen,1,2672.04,1931.89,20,South,Cash
TXN-0799,2026-05-09,Cotton T-Shirt,Clothing,1,1382.6,836.32,0,East,Credit Card
TXN-0789,2026-05-09,Planner 2024,Books & Stationery,1,680.04,673.35,10,East,Net Banking
TXN-0957,2026-05-09,Face Mask Pack,Beauty & Personal Care,1,457.44,181.49,20,South,Debit Card
TXN-0827,2026-05-09,Track Pants,Clothing,2,1958.71,1283.38,15,West,Cash
TXN-0844,2026-05-09,Hair Serum,Beauty & Personal Care,2,432.87,217.27,0,South,UPI
TXN-0877,2026-05-09,Bluetooth Speaker,Electronics,2,8473.98,7392.44,0,North,Credit Card
TXN-0878,2026-05-09,Formal Shirt,Clothing,1,1542.95,1094.48,0,North,Credit Card
TXN-0888,2026-05-09,Cushion Covers,Home & Kitchen,3,387.75,298.04,0,South,Credit Card
TXN-0969,2026-05-10,Notebook Set,Books & Stationery,4,215.08,139.33,25,West,UPI
TXN-0875,2026-05-10,Polo T-Shirt,Clothing,2,1874.78,848.33,0,South,Net Banking
TXN-0822,2026-05-10,Notebook Set,Books & Stationery,2,710.4,500.84,15,West,Debit Card
TXN-0829,2026-05-10,Sketch Pad,Books & Stationery,1,177.44,148.44,0,South,Credit Card
TXN-0916,2026-05-10,Mechanical Keyboard,Electronics,1,15415.35,10978.76,0,North,Cash
TXN-0839,2026-05-10,Skipping Rope,Sports & Fitness,1,341.99,289.69,0,North,Net Banking
TXN-0959,2026-05-10,Phone Stand,Electronics,1,938.85,704.74,25,South,Net Banking
TXN-0918,2026-05-11,Sunscreen SPF50,Beauty & Personal Care,1,499.26,334.69,0,South,Credit Card
TXN-0988,2026-05-11,Cotton T-Shirt,Clothing,2,1166.45,592.32,0,West,Debit Card
TXN-0850,2026-05-11,Phone Stand,Electronics,1,9944.64,8986.13,0,North,Credit Card
TXN-0922,2026-05-11,Dumbbells 5kg,Sports & Fitness,1,3227.08,2404.58,0,West,UPI
TXN-0885,2026-05-11,Cotton T-Shirt,Clothing,2,555.57,409.36,0,South,Cash
TXN-0794,2026-05-11,Sunscreen SPF50,Beauty & Personal Care,3,1395.28,875.78,0,South,UPI
TXN-0848,2026-05-11,Power Bank 20000mAh,Electronics,2,6268.34,4851.65,10,South,UPI
TXN-0900,2026-05-11,Gym Gloves,Sports & Fitness,1,1037.98,574.91,5,North,Cash
TXN-0904,2026-05-12,LED Desk Lamp,Home & Kitchen,1,1583.45,1008.62,0,North,Debit Card
TXN-0910,2026-05-12,Cargo Pants,Clothing,1,523.39,251.0,15,East,Debit Card
TXN-0929,2026-05-12,Cotton T-Shirt,Clothing,1,3270.47,1509.36,5,North,Debit Card
TXN-0954,2026-05-12,Bedsheet Set,Home & Kitchen,2,1297.15,877.45,0,West,UPI
TXN-0925,2026-05-12,Non-Stick Pan,Home & Kitchen,2,1302.08,954.91,5,North,Cash
TXN-0906,2026-05-12,Shampoo 500ml,Beauty & Personal Care,1,535.4,288.56,0,West,Credit Card
TXN-0874,2026-05-12,LED Desk Lamp,Home & Kitchen,1,1509.2,1088.55,0,South,Cash
TXN-0858,2026-05-12,Beard Oil,Beauty & Personal Care,1,506.71,275.13,5,East,Credit Card
TXN-0971,2026-05-12,Mechanical Keyboard,Electronics,5,9713.18,8250.99,15,North,UPI
TXN-0977,2026-05-12,Dumbbells 5kg,Sports & Fitness,2,470.12,304.71,0,East,Cash
TXN-0980,2026-05-12,USB-C Hub,Electronics,3,2303.32,1950.28,0,North,Credit Card
TXN-0979,2026-05-12,Resistance Bands,Sports & Fitness,1,4164.84,3255.7,10,East,UPI
TXN-0911,2026-05-13,Track Pants,Clothing,1,517.93,253.14,0,West,UPI
TXN-0956,2026-05-13,Cushion Covers,Home & Kitchen,1,2555.01,1682.92,0,North,Credit Card
TXN-0856,2026-05-13,Power Bank 20000mAh,Electronics,1,4267.12,3073.16,15,East,Credit Card
TXN-0821,2026-05-13,Portable Monitor,Electronics,2,7131.87,6262.83,10,North,UPI
TXN-0788,2026-05-13,Planner 2024,Books & Stationery,1,805.55,504.19,10,South,UPI
TXN-0935,2026-05-13,USB-C Hub,Electronics,1,11329.58,7758.94,10,South,Net Banking
TXN-0941,2026-05-13,Wall Clock,Home & Kitchen,4,2872.86,2105.87,0,North,Credit Card
TXN-0851,2026-05-14,Polo T-Shirt,Clothing,1,519.32,359.25,20,South,Credit Card
TXN-0804,2026-05-14,Polo T-Shirt,Clothing,1,2553.87,1443.26,0,North,Cash
TXN-0939,2026-05-14,Face Wash,Beauty & Personal Care,2,523.3,183.76,5,East,Cash
TXN-0940,2026-05-14,Kurta Set,Clothing,2,2761.3,1625.82,0,South,UPI
TXN-0949,2026-05-14,Highlighter Set,Books & Stationery,1,123.66,81.66,20,South,Cash
TXN-0907,2026-05-14,Face Wash,Beauty & Personal Care,2,526.46,345.05,0,East,Net Banking
TXN-0881,2026-05-14,Bedsheet Set,Home & Kitchen,3,2710.48,1377.96,0,South,Credit Card
TXN-0785,2026-05-14,Water Bottle 1L,Home & Kitchen,1,1768.94,1354.26,0,East,UPI
TXN-0886,2026-05-14,Kurta Set,Clothing,1,2897.26,2104.06,0,South,Cash
TXN-0853,2026-05-15,Power Bank 20000mAh,Electronics,3,9611.0,7111.18,0,North,Debit Card
TXN-0864,2026-05-15,Denim Jeans,Clothing,2,2408.12,1792.83,5,North,Net Banking
TXN-0872,2026-05-15,Power Bank 20000mAh,Electronics,1,10764.57,9208.01,15,West,Credit Card
TXN-0947,2026-05-15,Shampoo 500ml,Beauty & Personal Care,1,992.35,596.51,0,South,Credit Card
TXN-0810,2026-05-15,Cricket Bat,Sports & Fitness,3,4010.85,2814.1,0,North,Debit Card
TXN-0852,2026-05-15,Lip Balm Set,Beauty & Personal Care,1,784.45,505.91,20,South,Debit Card
TXN-0914,2026-05-15,Polo T-Shirt,Clothing,3,2270.12,1359.61,20,South,Cash
TXN-0879,2026-05-16,Formal Shirt,Clothing,1,1586.81,811.81,0,North,Cash
TXN-0814,2026-05-16,Mechanical Keyboard,Electronics,1,13851.92,10373.41,5,North,Cash
TXN-0964,2026-05-16,Mechanical Keyboard,Electronics,1,12335.74,9754.68,0,West,Credit Card
TXN-0923,2026-05-16,Beard Oil,Beauty & Personal Care,2,275.98,101.29,10,North,UPI
TXN-0828,2026-05-16,Wall Clock,Home & Kitchen,1,2520.19,1786.69,0,North,UPI
TXN-0838,2026-05-16,Storage Container Set,Home & Kitchen,1,2264.31,1583.0,0,North,UPI
TXN-0990,2026-05-16,Formal Shirt,Clothing,2,2693.94,1767.69,5,North,Debit Card
TXN-0835,2026-05-16,Shampoo 500ml,Beauty & Personal Care,1,754.95,370.19,0,South,Debit Card
TXN-0898,2026-05-16,Denim Jeans,Clothing,1,1887.42,1204.25,5,West,Debit Card
TXN-0962,2026-05-16,LED Desk Lamp,Home & Kitchen,1,826.63,563.58,0,West,UPI
TXN-0894,2026-05-16,Portable Monitor,Electronics,1,3662.45,3313.83,25,North,UPI
TXN-0846,2026-05-16,Bedsheet Set,Home & Kitchen,2,1618.36,1144.16,15,North,Credit Card
TXN-0791,2026-05-17,Gaming Mouse,Electronics,2,4880.27,3841.02,0,East,UPI
TXN-0876,2026-05-17,Power Bank 20000mAh,Electronics,1,4266.13,2862.57,0,North,Net Banking
TXN-0993,2026-05-17,Bedsheet Set,Home & Kitchen,1,2656.27,1793.92,0,East,UPI
TXN-0847,2026-05-17,Gym Gloves,Sports & Fitness,5,904.67,576.03,10,South,Credit Card
TXN-0905,2026-05-17,Hoodie,Clothing,1,1609.17,1006.16,0,East,UPI
TXN-0995,2026-05-17,Beard Oil,Beauty & Personal Care,4,692.1,294.73,0,South,Credit Card
TXN-0937,2026-05-17,Wall Clock,Home & Kitchen,2,1575.66,1216.26,10,East,Debit Card
TXN-0965,2026-05-17,LED Desk Lamp,Home & Kitchen,1,2089.26,1212.33,5,North,Debit Card
TXN-0961,2026-05-17,Kurta Set,Clothing,1,2405.39,1771.74,0,South,Credit Card
TXN-0942,2026-05-17,Webcam HD,Electronics,1,9417.9,6303.87,0,West,Credit Card
TXN-0895,2026-05-17,Cricket Bat,Sports & Fitness,2,883.74,616.21,0,South,UPI
TXN-0934,2026-05-17,Portable Monitor,Electronics,2,10561.63,9607.31,10,South,Debit Card
TXN-0808,2026-05-18,Water Bottle 1L,Home & Kitchen,1,2923.89,2088.38,0,East,Credit Card
TXN-0891,2026-05-18,Skipping Rope,Sports & Fitness,1,4584.89,2751.4,10,North,Credit Card
TXN-0865,2026-05-18,Chopping Board,Home & Kitchen,1,2144.52,1633.84,5,East,UPI
TXN-0833,2026-05-18,Pen Set Premium,Books & Stationery,3,170.21,143.7,20,South,UPI
TXN-0840,2026-05-18,Wireless Earbuds,Electronics,1,3069.87,2401.57,20,West,Cash
TXN-0826,2026-05-18,Face Mask Pack,Beauty & Personal Care,1,371.39,204.1,10,East,UPI
TXN-0884,2026-05-18,Wall Clock,Home & Kitchen,3,696.98,387.71,20,West,Debit Card
TXN-0845,2026-05-19,Resistance Bands,Sports & Fitness,1,1737.7,1428.29,0,South,UPI
TXN-0824,2026-05-19,Webcam HD,Electronics,1,9498.19,6175.86,0,East,UPI
TXN-0944,2026-05-19,Gym Gloves,Sports & Fitness,1,979.08,634.19,10,South,Credit Card
TXN-0919,2026-05-19,Power Bank 20000mAh,Electronics,1,13365.48,9298.27,15,East,Net Banking
TXN-0841,2026-05-19,Wall Clock,Home & Kitchen,1,2467.45,1971.25,0,West,Debit Card
TXN-0801,2026-05-20,Lip Balm Set,Beauty & Personal Care,1,905.16,511.18,5,South,UPI
TXN-0899,2026-05-20,LED Desk Lamp,Home & Kitchen,1,1410.98,1002.5,0,North,Debit Card
TXN-0976,2026-05-20,Resistance Bands,Sports & Fitness,1,1856.65,1026.14,0,East,UPI
TXN-0857,2026-05-20,Power Bank 20000mAh,Electronics,2,6627.91,5825.26,0,East,Credit Card
TXN-0978,2026-05-20,Wall Clock,Home & Kitchen,1,997.01,581.37,0,East,Credit Card
TXN-0943,2026-05-21,Water Bottle 1L,Home & Kitchen,1,2887.88,1976.61,15,West,UPI
TXN-0842,2026-05-21,Skipping Rope,Sports & Fitness,2,450.27,351.53,15,North,UPI
TXN-0867,2026-05-21,Shampoo 500ml,Beauty & Personal Care,1,1126.39,704.88,5,South,Net Banking
TXN-0963,2026-05-21,Webcam HD,Electronics,5,8140.78,5518.99,0,West,Credit Card
TXN-0955,2026-05-21,Non-Stick Pan,Home & Kitchen,2,1363.34,1039.33,0,North,Credit Card
TXN-0887,2026-05-21,Bluetooth Speaker,Electronics,1,3040.28,2772.65,5,North,Cash
TXN-0855,2026-05-21,Portable Monitor,Electronics,1,13048.77,11019.53,0,North,Net Banking
TXN-0908,2026-05-21,Cricket Bat,Sports & Fitness,2,2874.64,2222.65,0,West,Credit Card
TXN-0790,2026-05-21,Chopping Board,Home & Kitchen,2,1734.22,997.38,5,East,UPI
TXN-0893,2026-05-22,Wireless Earbuds,Electronics,1,10035.98,8141.98,10,North,Debit Card
TXN-0928,2026-05-22,Winter Jacket,Clothing,3,2266.79,1498.92,15,North,Credit Card
TXN-0989,2026-05-22,Phone Stand,Electronics,2,3800.6,2853.5,0,West,Debit Card
TXN-0924,2026-05-22,Storage Container Set,Home & Kitchen,2,1591.29,972.06,0,North,UPI
TXN-0817,2026-05-22,Sunscreen SPF50,Beauty & Personal Care,1,560.11,387.2,0,South,Cash
TXN-0913,2026-05-22,Face Mask Pack,Beauty & Personal Care,2,1446.91,709.35,0,East,UPI
TXN-0818,2026-05-22,Sketch Pad,Books & Stationery,1,294.63,290.61,0,North,UPI
TXN-0909,2026-05-22,Dumbbells 5kg,Sports & Fitness,2,4381.4,2411.21,0,North,Credit Card
TXN-0932,2026-05-23,Notebook Set,Books & Stationery,1,449.64,435.55,5,North,Credit Card
TXN-0800,2026-05-23,Power Bank 20000mAh,Electronics,1,15317.66,13099.04,0,East,UPI
TXN-0809,2026-05-23,Wireless Earbuds,Electronics,1,14931.83,9915.88,0,North,Credit Card
TXN-0975,2026-05-23,Bluetooth Speaker,Electronics,2,9308.8,6148.44,0,West,UPI
TXN-0863,2026-05-23,Moisturizer,Beauty & Personal Care,1,923.87,440.6,10,North,Credit Card
TXN-0967,2026-05-23,Hair Serum,Beauty & Personal Care,1,997.53,665.09,10,East,UPI
TXN-0936,2026-05-23,Planner 2024,Books & Stationery,4,561.3,407.13,0,West,UPI
TXN-0873,2026-05-23,Hoodie,Clothing,1,1290.93,682.75,15,South,Debit Card
TXN-0966,2026-05-23,Power Bank 20000mAh,Electronics,5,2441.78,1958.83,0,West,UPI
TXN-0902,2026-05-23,Phone Stand,Electronics,1,11226.57,9570.95,5,South,Credit Card
TXN-0931,2026-05-23,Formal Shirt,Clothing,4,2996.41,1453.75,0,South,Cash
TXN-0912,2026-05-23,Storage Container Set,Home & Kitchen,1,1477.53,1030.0,0,East,UPI
TXN-0920,2026-05-23,Webcam HD,Electronics,4,7775.34,6652.77,5,West,Credit Card
TXN-0802,2026-05-24,Cushion Covers,Home & Kitchen,1,2192.71,1148.95,0,South,Debit Card
TXN-0784,2026-05-24,Notebook Set,Books & Stationery,2,313.63,252.35,20,South,UPI
TXN-0994,2026-05-24,Cargo Pants,Clothing,1,1147.97,629.48,15,East,Credit Card
TXN-0897,2026-05-24,Power Bank 20000mAh,Electronics,2,11116.58,9698.75,10,North,Debit Card
TXN-0968,2026-05-24,Winter Jacket,Clothing,5,749.72,483.26,15,South,Debit Card
TXN-0871,2026-05-24,Sports Shoes,Sports & Fitness,4,3917.43,3018.6,10,West,Credit Card
TXN-0861,2026-05-24,Cargo Pants,Clothing,2,3323.26,1973.79,10,South,UPI
TXN-0951,2026-05-24,Webcam HD,Electronics,1,3299.79,2827.7,0,South,Debit Card
TXN-0811,2026-05-24,Portable Monitor,Electronics,3,13855.5,12414.96,0,South,Credit Card
TXN-0999,2026-05-24,Bluetooth Speaker,Electronics,1,5891.13,5090.13,0,East,Debit Card
TXN-0880,2026-05-25,Hair Serum,Beauty & Personal Care,4,912.76,410.61,20,West,Credit Card
TXN-0985,2026-05-25,Cargo Pants,Clothing,1,1173.87,665.75,0,South,UPI
TXN-0831,2026-05-25,Football,Sports & Fitness,1,2489.3,2018.16,20,East,Cash
TXN-0997,2026-05-25,Cargo Pants,Clothing,2,1292.27,877.71,0,West,UPI
TXN-0889,2026-05-25,Polo T-Shirt,Clothing,1,3010.64,1605.54,0,East,Credit Card
TXN-0991,2026-05-25,Portable Monitor,Electronics,1,1237.31,1025.36,0,West,UPI
TXN-0998,2026-05-26,USB-C Hub,Electronics,1,5973.7,3897.44,0,South,UPI
TXN-0903,2026-05-26,LED Desk Lamp,Home & Kitchen,1,2090.43,1063.61,5,South,Credit Card
TXN-0926,2026-05-26,Resistance Bands,Sports & Fitness,2,4987.4,2912.23,0,West,UPI
TXN-0915,2026-05-26,USB-C Hub,Electronics,2,12843.34,11034.81,0,South,UPI
TXN-0816,2026-05-26,Sunscreen SPF50,Beauty & Personal Care,2,443.0,205.13,5,East,Credit Card
TXN-0825,2026-05-26,Highlighter Set,Books & Stationery,1,823.61,504.43,15,North,Credit Card
TXN-0834,2026-05-26,Dumbbells 5kg,Sports & Fitness,1,4845.51,2788.96,0,South,UPI
